Published,Headline
2019-01-16T19:38:50+0000,"Federal law prohibits strikes, public servants care about their work and other reasons airports and prisons aren’t in chaos, despite a protracted federal shutdown."
2019-03-01T10:00:13+0000,"The president’s former lawyer gave a public airing of ethical transgressions by Mr. Trump, signaling the further strains to come as Democrats hold more hearings."
2019-01-15T13:43:52+0000,"Ren Zhengfei, C.E.O. of the Chinese tech giant, said he would wait to see if President Trump intervened in the case of his daughter, who is accused of fraud."
2019-02-28T22:52:05+0000,"Senior House Democrats see endless, overlapping investigations as the safer, more damaging course of action against President Trump than a politically fraught impeachment."
2019-02-27T20:40:33+0000,"Fashion’s favorite florist learned her trade at Tom Ford, watching all the bouquets go by."
2019-02-27T15:47:37+0000,Christie’s said a Hawaiian sculpture that it sold in 2017 was about 200 years old. But some experts aren’t convinced.
2019-02-04T18:05:41+0000,"With Democrats now in control in the Legislature and the governor’s office, the normal stranglehold on bills has loosened."
2019-02-27T18:50:33+0000,"The president’s former lawyer, speaking to Congress, also implicated Donald Jr. and the Trump Organization’s chief financial officer in an arrangement to pay off Stormy Daniels."
2019-02-04T23:18:33+0000,Here’s what you need to know at the end of the day.
2019-01-10T23:40:47+0000,"As the government shutdown dragged into its third week, many farmers were struggling under the loss of crucial loans, payments and other services."
2019-02-25T12:22:34+0000,President Trump wants big changes from China. But China’s leader is seeking security in a year that includes the 30th anniversary of the Tiananmen bloodshed.
2019-01-10T12:41:44+0000,"Companies repeat themselves in dull earnings reports. But when they make many changes in the text from year to year, it often signals trouble."
2019-02-25T04:15:29+0000,"Season 3 ended with some genuine surprises, including a conclusion that proved both sadder and more hopeful than suggested by the previous episodes."
2019-02-24T22:36:23+0000,"Start-ups are offering health care services like doctors, prescription drugs and wellness programs as fast and easy as hailing an Uber driver."
2019-02-24T19:09:41+0000,"As a devastating disease afflicts the country’s swine, companies are scrambling to roll out facial and voice recognition and other unproven ways to save them."
2019-02-01T18:54:59+0000,Hostility toward spiritual traditions may be hampering empirical inquiry.
2019-01-08T23:30:04+0000,Both leaders threaten the region’s hard-won democracy.
2019-02-22T20:53:51+0000,Prosecuting crimes that occurred in war-torn countries in Canadian courts can be difficult. What does that mean for ISIS members who want to return to Canada?
2019-02-01T14:00:01+0000,"Li Yuan, Asia tech columnist for The Times, says it could be a tough year for tech workers in China amid a growing trade war with the United States."
2019-01-31T20:54:00+0000,"In a stunning deal with Dallas, the Knicks opened up a ton of salary cap room to pursue free agents in July. They could sign Kevin Durant. And perhaps a second star, too."
2019-01-30T23:02:40+0000,Here’s what you need to know at the end of the day.
2019-01-04T11:00:01+0000,"Three couples share their stories after marrying on a December day at the Manhattan Marriage Bureau, where the brides also rented their flowers."
2019-01-30T16:00:55+0000,"India’s prime minister faces charges of bypassing procedures, causing loss in public funds, compromising national security and using the arms deal to offer a lucrative contract to an ally."
2019-01-29T02:01:06+0000,The group will create a political action committee and may be active in Democratic primaries. It is also planning to organize pro-Israel Democrats in early nominating states for 2020.
2019-01-01T19:31:14+0000,"A series of careful financial decisions, and the creation of nonprofits and academic centers staffed by close advisers, would help a campaign-in-waiting."
2019-01-28T22:41:21+0000,Here’s what you need to know at the end of the day.
2019-01-01T16:00:30+0000,"After an unexpectedly bad year for the stock market, investors are eager for clues about what 2019 will bring."
2019-01-28T18:56:44+0000,"As the U.S. and China begin discussions this week, self-inflicted economic wounds could mean lost leverage for the Trump administration in trade negotiations."
2019-01-28T21:30:07+0000,Hand-wringing over a possible slowdown only adds to the importance of the latest releases.
2019-01-03T15:52:18+0000,"If you had a perfect ability to predict how far the market would fall and when it would bottom out, it would make sense to move money in and out. But you do not."
2019-02-19T04:21:09+0000,"The magazine’s Ethicist columnist on managing the monetary demands of impecunious relatives, a tax-dodging boss and more."
2019-02-18T21:38:05+0000,"The industry practice of rebooking a guest at another hotel is not new. But experts say it’s on the rise, as occupancy rates are up."
2019-01-02T20:21:25+0000,"For $7,000, you too can bathe like a very wealthy person."
2019-01-26T10:00:05+0000,"Lawmakers are considering whether Washington should be the first state to permit human remains to be reduced to soil through composting, or “recomposition.”"
2019-01-02T22:30:06+0000,"Whether you’re worried about getting the boot or getting a pink slip, here are some tips to protect yourself before the ax falls."
2019-01-02T22:03:34+0000,A surprise announcement added to concerns about the ability of American tech giants to navigate an increasingly uncertain economy and a trade war with China.
2019-02-15T13:52:05+0000,"Prime Minister Narendra Modi vows “a befitting reply” to the suicide bombing, which killed dozens of Indian soldiers. Pakistan has denied involvement."
2019-02-15T10:00:08+0000,Whitney Scharer’s “The Age of Light” tells the story of the journalist and model who was often overshadowed by her lover and collaborator Man Ray.
2019-01-23T23:16:16+0000,Here’s what you need to know at the end of the day.
2019-02-14T21:57:27+0000,"Fired for testifying about a major Air Force project that far exceeded its budget, he got his job back and never stopped trying to trim Pentagon costs"
2019-02-14T13:47:15+0000,"The U.S. vice president demanded that Britain, France and Germany “stand by us” and quit their efforts to help Tehran sidestep American sanctions."
2019-01-22T11:00:04+0000,It’s about curtailing inequality and saving democracy. 
2019-02-12T20:06:44+0000,"The Czech Republic has taken aggressive steps to limit the use of Huawei in 5G technology, setting off a fight being closely watched across Europe."
2019-01-21T10:00:05+0000,"There is strong evidence for using psychological treatment for chronic pain, but that does not mean the pain isn’t real."
2019-02-13T00:22:19+0000,"Squeezed by retaliatory tariffs, the spirits industry is joining a growing chorus of businesses pressuring the president to back off his trade fights."
2019-01-18T18:47:40+0000,His campaign was a marketing venture. That’s why he didn’t want to put business on hold.
2019-01-19T00:22:56+0000,"The federal shutdown has brought a particular chill to Kodiak, a small town of 6,300 on an isolated island in the Gulf of Alaska."
2019-02-09T14:00:04+0000,Senator Warren of Massachusetts made her remarks Saturday at the site of one of the most famous labor strikes in American history.
2019-01-17T21:15:46+0000,"The California utility promises that its customers’ lights will stay on if it files for bankruptcy this month, but companies that supply it with electricity might have more to worry about."
2019-02-08T10:00:03+0000,"Flavia Galuppo just inherited her father’s building, home to Etna Tool & Die. It’s now surrounded by boutiques and luxury condos, but she is determined not to sell."
2019-01-16T11:00:03+0000,"In a populist age, can party establishments sideline bigots?"
2019-02-07T19:03:17+0000,"As the cases inch toward trial, the conspiracy theorist faces the possibility that he will have to be deposed and provide business records."
2019-02-28T21:28:52+0000,"With the primary race already historically crowded, some analysts say the old rules about when to announce no longer matter."
2019-02-28T15:07:36+0000,"Jonathan Stafford and Wendy Whelan, two respected former dancers, will be the company’s first new leaders in a generation."
2019-02-27T21:36:50+0000,"From sponsoring “Hockey Night in Canada” to financing 5G research, Huawei’s footprint in Canada is expanding. Former government officials are expressing concern, but many consumers like the products."
2019-02-27T10:32:26+0000,"Wednesday: Jumaane Williams, a Democratic councilman from Brooklyn, was voted into citywide office."
2019-02-06T14:31:20+0000,"Foreign buyers have long flocked to the island of Majorca, but market forces and global politics are changing where those buyers are coming from."
2019-01-14T06:00:09+0000,JS Watch Company puts some personality into its advertising and its timepieces.
2019-02-04T04:10:01+0000,He works in advertising.
2019-01-12T16:14:38+0000,A week of surviving the shutdown and convincing my kids I wasn’t fired.
2019-02-02T17:01:08+0000,"St. Louis is angry the Rams left. New Orleans thinks the Saints got cheated. Los Angeles has the Rams, but hey, LeBron is back. Atlanta is the conflicted host."
2019-02-02T16:26:15+0000,Don’t find yourself; find a vocation.
2019-02-23T21:12:49+0000,Beyond the connection to figures like Robert Kraft lies the wretched story of women who officials say were forced to work in alarming conditions.
2019-01-10T23:13:53+0000,"The labor movement is pressing the government to get federal employees back to work, and is highlighting ways in which basic services could be compromised."
2019-01-31T13:50:58+0000,"The president described negotiations between American and Chinese officials in positive terms, but said, “Without the tariffs, we wouldn’t be talking.”"
2019-02-22T13:05:31+0000,"A Chinese court sentenced Kai Li, a businessman, to 10 years in prison last year. His family stayed quiet, hoping back-room diplomacy would free him. It didn’t."
2019-01-31T20:00:04+0000,"In “Maid,” Stephanie Land describes what it’s like to be a single mother struggling to survive."
2019-02-21T04:55:56+0000,Let us help you start your day.
2019-01-30T12:59:40+0000,Celebrity fashion culture may be here to stay. That doesn’t mean the red carpet can’t do some greater good.
2019-02-19T23:43:31+0000,"After two years of aggressively overhauling education policy, the education secretary, Betsy DeVos, must now answer to lawmakers she has clashed with or ignored."
2019-02-18T22:30:01+0000,"Finding out you have a chronic illness — one that will, by definition, never go away — changes things, both for you and those you love."
2019-01-27T19:45:46+0000,Aristides de Sousa Mendes was his name. We should remember his courage.
2019-02-18T18:52:19+0000,A House seat was hanging in the balance as state election officials heard the results of an investigation into absentee ballot fraud.
2019-01-04T23:18:41+0000,Commissioner Scott Gottlieb says the terms of the new partnership between the two companies appear to undermine pledges they made to keep flavored nicotine pods off store shelves.
2019-01-26T00:01:41+0000,Many of the federal workers who have been furloughed or working for free since December were leery of the three-week deal reached on Friday to reopen the government.
2019-02-16T16:22:49+0000,"The clash has consequences beyond New York, going to the heart of a national debate likely to dominate the 2020 election: What is the best way to spread prosperity?"
2019-02-15T20:33:15+0000,So-called conservative management can ease symptoms without dialysis in some people with kidney disease. But many of them are never given the option.
2019-01-24T18:05:44+0000,"A former assistant attorney general, he gave up his law career to coach young athletes in Brooklyn and to run the Colgate Women’s Games for 40 years."
2019-01-24T23:48:05+0000,Aviation unions have raised concerns about the shutdown’s effect on the safety of the nation’s air travel system.
2019-02-14T19:26:48+0000,Let us help you start your day.
2019-01-23T22:23:36+0000,"Leaders from Japan, China, Germany and South Africa say that international rules are needed for tech, but there is no consensus on details."
2019-01-23T01:09:54+0000,President Trump’s monthlong impasse with Congress over his proposed border wall has all but frozen the rest of his policy agenda.
2019-01-22T23:15:22+0000,"The arrest of Meng Wanzhou of Huawei has set off a diplomatic crisis, and China is pressuring Canada to release her, but the U.S. is moving ahead with an extradition request."
2019-02-13T01:58:52+0000,"A long-awaited executive order would block technology from adversarial powers, including China, from superfast next-generation networks."
2019-01-21T19:52:01+0000,"A program at Film Forum showcases her brilliance as a director in movies like “A New Leaf” and, yes, “Ishtar.”"
2019-01-20T14:40:02+0000,Julie Menin brought the Grammys to New York. But now she is overseeing the city’s role in the 2020 census and defending it against federal actions.
2019-02-09T08:00:04+0000,"Proponents say a pied-à-terre tax could pay to repair New York City’s crumbling infrastructure, but others worry the wealthy will buy elsewhere."
2019-03-01T14:30:06+0000,"Last month, 70 Vestry Street and 220 Central Park South had the most expensive residential closings, though both were dwarfed by the record $240 million sale in January."
2019-02-09T00:26:52+0000,"The number of deadly strikes by American forces has tripled since 2014, including an increase as negotiations with the Taliban began last fall."
2019-03-01T04:44:45+0000,Let us help you start your day.
2019-01-17T23:59:23+0000,"In the On Politics newsletter, Nancy Pelosi has been showing her political muscle, provoking the president, penalizing the politicians who crossed her and rewarding those who stayed loyal."
2019-02-07T23:07:06+0000,Here’s what you need to know at the end of the day.
2019-01-18T12:00:05+0000,Men can’t tell the difference between fear and respect. They act accordingly.
2019-01-18T10:00:06+0000,Shoshana Zuboff’s “The Age of Surveillance Capitalism” looks at the new power of behemoths like Facebook and Google.
2019-01-16T21:20:03+0000,Also this week: How much hot water are you in?
2019-01-16T09:03:26+0000,"“For a court to announce a death sentence just an hour after the trial really is very, very rare,” said a lawyer for Robert Lloyd Schellenberg."
2019-02-06T22:30:04+0000,"It’s tempting to pamper yourself with a windfall of cash, but try this instead — look at how you spend your day. Then put your money toward the things you spend the most time doing. You’ll be happier."
2019-01-17T04:59:09+0000,Let us help you start your day. 
2019-02-06T08:00:03+0000,Let’s dig into the biggest curiosities surrounding the departure of the Knicks beloved No. 6.
2019-02-26T15:15:05+0000,"Lawmakers, who along with President Trump have promised to address rising drug prices, pressed the heads of major drug companies to lower prices or risk legislative action."
2019-02-26T13:00:05+0000,"Tasked with remaking a home in the birthplace of midcentury Italian Modernism, the firm Marcante-Testa stayed true to the space’s roots."
2019-02-26T10:00:08+0000,"Mr. Cohen, President Trump’s former lawyer, will testify in public on Wednesday and plans to paint an unflattering portrait of the president."
2019-01-16T13:59:33+0000,Wednesday: Our correspondent interviews the superintendent of the Los Angeles Unified School District; more shutdown fallout; and women in Congress
2019-02-26T00:07:35+0000,"As Chicagoans prepare to vote in a new mayor, the city stands at a pivotal crossroads, with black residents leaving by the thousands even as new white residents flow in."
2019-01-14T16:00:03+0000,The president’s tariffs were the jab. Closing off his aid payments could be a knockout for many family farms. 
2019-02-25T04:47:43+0000,Let us help you start your day.
2019-02-25T08:00:05+0000,The team finally got their payroll below baseball’s luxury tax threshold last season. Now they have to figure out which young players to extend.
2019-01-15T08:00:04+0000,"Gov. Andrew M. Cuomo said he will push to eliminate single-use plastic bags in the state. But so far, there are scant details about his plan. "
2019-02-25T10:37:58+0000,Here’s what you need to know.
2019-01-14T00:18:51+0000,Reports about the use of homegrown disinformation online in a 2017 Senate race suggest foreign operatives may be just one thing threatening the integrity of the next presidential election.
2019-02-22T23:31:32+0000,Here’s what you need to know at the end of the day.
2019-02-22T04:46:25+0000,Let us help you start your day.
2019-01-12T10:30:22+0000,The show’s creator hopes its 17-day run in San Juan will call attention to the struggling island’s needs as well as its riches.
2019-02-01T08:55:26+0000,"“Paradise Square” is the most expensive show Berkeley Repertory Theater has ever done. Its creators are prestigious, its major patron notorious."
2019-01-11T20:30:29+0000,"Murray earned his place in tennis’s Big Four with his week-to-week consistency, his resilience and his all-surface brilliance. But an injury is about to drive him out."
2019-02-21T10:36:34+0000,Here’s what you need to know.
2019-01-10T18:30:15+0000,"Aston Martin and Jaguar are retrofitting classic vehicles. “We’d hate for them all to just wind up gathering dust in museums,” an Aston executive said."
2019-01-31T15:49:48+0000,"Lilly Smartelli always wanted a “big Italian wedding.” But with no fiancé in sight, she’ll symbolically marry her dog Bernie, hoping to draw attention to organ donation and supporting dog shelters."
2019-02-20T10:33:36+0000,Wednesday: The push to charge vehicles entering parts of Manhattan is organized and mobilized.
2019-01-31T20:24:00+0000,"Some Chinese couples were charged as much as $100,000 for a birth-tourism package that included housing, nannies and shopping at Gucci, according to the indictments."
2019-01-09T10:15:29+0000,"The two sides made progress in identifying the issues between them, setting the stage for potential talks with top leaders from both countries."
2019-02-19T16:02:17+0000,House Democrats say a proposed nuclear power venture in Saudi Arabia could expose conflicts of interests in the Trump administration and possible violations of law.
2019-01-08T19:11:42+0000,Let us help you start your day.
2019-01-08T22:41:48+0000,"She changed the landscape for women in academic settings, prompting investigations into female admissions and in faculty hiring, promotions and salaries."
2019-02-19T08:00:05+0000,Advocates of charging a fee to enter congested areas of Manhattan say the odds have significantly improved in Albany. Here’s why.
2019-01-28T07:00:11+0000,"Only a single state — Minnesota — has a legislature under divided party control, a sign of growing polarization."
2019-01-07T01:57:03+0000,The Trump administration expressed concern about foreign threats to biomedical research funded by the National Institutes of Health and said the risks were growing.
2019-01-28T04:49:37+0000,Let us help you start your day.
2019-01-28T08:00:05+0000,"Informed by the unexpected outcome of 2016, will journalists be better equipped to report on a race this time around?"
2019-02-15T10:46:29+0000,Here’s what you need to know.
2019-01-05T19:30:06+0000,"Sixty years after the revolution, a Communist stalwart may be moving closer to democracy."
2019-01-25T23:30:18+0000,Here’s what you need to know at the end of the day.
2019-01-04T21:45:03+0000,"Apple’s chief executive has enjoyed enormous success over his seven years running the company, but he’s likely to face tougher times ahead."
2019-01-03T09:22:04+0000,Revenue warnings from Apple and Delta Air Lines and weaker manufacturing data suggest that the economy and corporate profits are slowing more than expected.
2019-01-24T05:01:43+0000,Let us help you start your day. 
2019-01-24T10:53:41+0000,“I have no faith in what they say” Governor Cuomo said of transportation officials who vote on a fare increase today.
2019-01-23T14:56:35+0000,"Unions representing civil servants might be expected to speak in unison on getting their members back to work, but differences in tactics and philosophy are emerging."
2019-01-22T19:07:10+0000,Let us help you start your day.
2019-02-11T15:33:11+0000,"Ever since the K-Pop star Psy introduced the world to “Gangnam Style” in 2012, South Korea and Seoul have captured the world’s imagination"
2019-01-22T04:21:29+0000,Let us help you start your day. 
2019-02-10T20:01:03+0000,Uber and Airbnb were part of an early generation of tech start-ups that quickly reached $1 billion in value. The up-and-coming generation is looking very different.
2019-01-21T07:00:33+0000,The Napoli owner Aurelio De Laurentiis is pressing for changes that would punish teams that he feels don’t take their responsibilities seriously.
2019-01-20T17:00:45+0000,The online retail giant is taking advantage of what it knows better than anyone: consumers’ online shopping habits.
2019-03-01T10:42:00+0000,Here’s what you need to know.
2019-01-19T09:48:08+0000,"The pipeline north of Mexico City exploded after thieves ruptured the line, causing an explosion that killed at least 79 people and injured 81 others."
2019-02-27T18:59:12+0000,Let us help you start your day.
2019-02-07T19:24:55+0000,Let us help you start your day.
2019-02-25T19:19:31+0000,Let us help you start your day.
2019-02-25T17:04:43+0000,Grand City Properties’ acquisition might be expected to offer relief to a real-estate market nervously awaiting Britain’s scheduled exit from the European Union. But that isn’t necessarily happening.
2019-02-02T10:00:06+0000,"A bipartisan consensus has taken hold: After prison, nonviolent offenders should get a second chance at normal lives. But what about someone whose criminal history — and ambitions — are more extreme?"
2019-02-06T10:42:31+0000,Here’s what you need to know.
2019-02-05T10:00:11+0000,"Major federal corruption investigations have brought dark clouds to Los Angeles, Chicago, Atlanta and Philadelphia."
2019-01-15T10:00:11+0000,Presidents Trump and Emmanuel Macron are not the first to capitalize on — or manufacture — a crisis to advance their agenda. And they are not the first to stumble.
2019-02-24T23:34:02+0000,"The president, who has been eager to cut a deal with Beijing, said the negotiators had forged a compromise on key issues but few details have been released."
2019-01-14T19:23:08+0000,Let us help you start your day.
2019-01-14T04:09:05+0000,Let us help you start your day. 
2019-01-14T18:16:42+0000,"In the absence of intense international pressure or a public uprising, neither of which seems imminent, the outgoing president may be outgoing in name only."
2019-01-13T19:16:49+0000,Let us help you start your day.
2019-02-21T16:53:49+0000,"The Israeli drama is being praised as an accurate and compelling portrayal of ultra-Orthodox Jews, a group that typically is insular — and doesn’t watch TV."
2019-02-21T14:29:14+0000,"If you’ve heard a lot recently about the Green New Deal but still aren’t quite sure what it is, we’re here to help."
2019-02-20T20:03:47+0000,"The Obama Presidential Center in Chicago won’t include a research library and archive. To some historians, that’s a problem."
2019-01-11T19:33:24+0000,"The ideological divide among news outlets is evident in shutdown coverage, but even in conservative areas there is some divergence from President Trump’s hard-line rhetoric."
2019-01-11T12:30:06+0000,"Several top-performing funds outpaced their peers by betting on Latin American companies, real estate investment trusts and dividend-paying stocks."
2019-01-11T04:02:53+0000,Let us help you start your day. 
2019-01-31T10:00:03+0000,One result of our obsession with creative jobs: You may now be expected to live like a starving artist in order to work for a massive corporation.
2019-02-01T04:25:46+0000,Let us help you start your day.
2019-01-11T11:00:04+0000,"They bet on properties as diverse as office buildings, warehouses, data centers and timberlands. And they’ve been outperforming the stock market."
2019-01-10T10:00:07+0000,President Nicolás Maduro of Venezuela was inaugurated for the second time on Thursday. How has he managed to maintain power?
2019-01-10T08:00:04+0000,A planned billion-dollar rail expansion in the Bronx is fueling a larger debate over using aboveground trains to supplement subway and bus service.
2019-02-19T04:26:30+0000,Let us help you start your day.
2019-02-18T18:46:40+0000,Let us help you start your day.
2019-01-29T10:00:06+0000,"North Korea is unlikely to give up its nuclear stockpiles and Iran is not developing nuclear weapons, an intelligence assessment says, challenging the president’s assertions."
2019-01-08T22:57:48+0000,"They have drained savings, maxed out credit cards and taken side gigs to make ends meet. Some federal employees wonder how long they can survive."
2019-01-06T10:00:10+0000,"Frustrated by their husbands’ inability to earn a living, and in a society where basic views on relationships have changed, women are asserting more control over their marriages."
2019-02-18T10:00:10+0000,Former President Barack Obama has been counseling Democratic candidates on how to win the White House in 2020. But he has no plans to pick a favorite.
2019-01-28T19:13:37+0000,Let us help you start your day.
2019-01-28T16:50:45+0000,"The gears of government start to turn, but lawmakers have until Feb. 15 to make a deal under the terms that ended the shutdown."
2019-01-09T01:18:44+0000,"Nancy Pelosi, Glenn Close, Susan Zirinsky of CBS: The news has been filled with powerful women over 60."
2019-01-08T00:36:17+0000,"In Florida’s deeply conservative Panhandle, federal prison workers were already struggling after Hurricane Michael. Then came the government shutdown."
2019-01-27T22:15:41+0000,"The end of the shutdown means that the agendas of both chambers of Congress, overshadowed for weeks by the struggle to reopen government, will get a restart."
2019-01-27T20:16:44+0000,Ms. Warren’s passion for policy minutiae has become her way of distinguishing herself in a large Democratic field. But some voters say she risks being seen as out of touch and too intellectual.
2019-01-07T04:55:51+0000,Let us help you start your day. 
2019-01-27T19:09:54+0000,Let us help you start your day.
2019-01-06T08:00:06+0000,"If Walmart, Lowe’s and other companies win their property tax appeals, homeowners and small businesses will have to pay more or live with smaller town budgets."
2019-01-06T22:22:53+0000,The decision to remove an episode from its service in Saudi Arabia raises questions of whether entertainment giants will fight for values like free expression.
2019-02-14T22:30:01+0000,"A little empathy goes a long way, especially when someone is recovering from the loss of a loved one. Unfortunately, even when some of us mean well, we make the situation worse. Here’s how to avoid it."
2019-02-13T19:09:03+0000,Let us help you start your day.
2019-01-25T08:55:40+0000,Lessons from the Jim Crow-era travel guide for African-American elites.
2019-02-13T10:38:40+0000,Here’s what you need to know.
2019-01-04T12:30:03+0000,Twitter has shut down an account that had been posting personal data for weeks. Only the Alternative for Germany party appeared to be unscathed.
2019-01-24T19:20:19+0000,"Jonas Mekas was a pioneer of American cinema, but many readers knew him best as a 90-something master of living. He changed lives, including our reporter’s."
2019-01-24T14:00:06+0000,"With funding from a surprising source, Volkswagen, California is making sure low-income communities have the chance to gain access to electric vehicles."
2019-01-03T23:33:49+0000,"In the On Politics newsletter, why we need to throw away the cliches we use to describe candidates. Plus, recapping a busy day in Congress."
2019-02-12T17:33:47+0000,An affluent few are raging against a tax law that puts more money — a lot more — in their pockets. Friends call them ‘traitors to their class.’
2019-02-12T16:09:47+0000,"The task force of experts recommended at-risk women seek certain types of counseling, and it cited two specific programs that have been particularly effective."
2019-01-23T19:31:00+0000,Let us help you start your day.
2019-01-23T16:42:14+0000,Representative Sheila Jackson Lee will resign as chairwoman of the Congressional Black Caucus Foundation after a former aide said she was fired for pursuing a sexual assault case against a supervisor.
2019-01-02T10:56:22+0000,"The L-train shutdown, recreational marijuana, school integration and the Democratic takeover of Albany. 2019 will keep us all busy."
2019-01-21T21:54:41+0000,"Shao Chunyou rose from the assembly line to the boss’s office. Now the old recipes for success don’t work, and he must reinvent himself again."
2019-02-10T10:00:04+0000,"If President Trump helps force President Nicolás Maduro out of office, Democrats fear it could transform Venezuelan Americans into loyal Republicans."
2019-01-21T17:18:44+0000,The United States and China will meet later this month as administration officials look to calm volatile markets amid concerns an agreement may not be in reach.
2019-01-01T15:28:36+0000,"Even as Facebook, Google and others confronted challenges in 2018, their ambitions were undimmed. After all, so much of life remains undisrupted."
2019-01-20T21:58:07+0000,"From the posting of the dossier to the publication of a story now in dispute, BuzzFeed News is learning about the perils of the chase."
2019-01-17T10:00:14+0000,After decades of nearly slapstick mismanagement — spinning off TV and missing the internet — the studio behind “The Godfather” is fighting for its life.
2019-02-08T16:08:20+0000,"Mirror, mirror, on the wall: Who’s the fittest of them all?"
2019-01-18T10:00:07+0000,"Deep under the New York Bay near Brooklyn, there is the start of a tunnel with the potential to change the lives of thousands of New York City commuters. So why hasn’t it happened?"
2019-01-18T04:44:04+0000,Let us help you start your day. 
2019-02-05T19:13:52+0000,Let us help you start your day.
2019-01-17T19:29:39+0000,Let us help you start your day.
2019-02-04T22:36:59+0000,"A small group of well-educated professionals enjoys rising wages, while most workers toil in low-wage jobs with few chances to advance."
2019-01-16T10:00:05+0000,"In Virginia, where Republicans and Democrats have embraced pro-business policies, Lee Carter, a socialist delegate, is fighting to change the status quo."
2019-02-03T19:39:10+0000,Let us help you start your day.
2019-02-03T23:17:02+0000,"Innovation, investment and inviting geology have given new life to an oil patch that once seemed spent. The oil field is now the world’s second most productive."
2019-01-14T07:25:25+0000,The capital sentence came in a retrial ordered after Mr. Schellenberg had appealed a 15-year sentence. It worsened tense China-Canada ties.
2019-02-01T22:15:43+0000,"The opposition leader Juan Guaidó, who claims the title of interim president, has appointed ambassadors to win support from the Trump administration and other nations in ousting Nicolás Maduro."
2019-01-12T15:04:40+0000,"Financial and enrollment woes at schools like the University of Wisconsin-Stevens Point have led to a scramble for fixes, such as dropping longstanding liberal arts degrees."
2019-01-12T17:16:52+0000,"Rarely have British and American politics seemed as synchronized as they do in the chilly dawn of 2019, when pro-globalization elites battle the populists."
2019-01-11T10:30:39+0000,Here’s what you need to know.
2019-01-31T11:00:04+0000,The California native is “an energy person” who worked in TV and then did a little of everything at the couple’s start-up. It all prepared her to take it public.
2019-01-30T10:00:10+0000,"A deep, brutal cold set in across the Midwest on Wednesday, sending temperatures plummeting to stunning depths. With the wind chill, it felt like minus 53 in Minneapolis."
2019-01-29T03:00:01+0000,"Listen here, friends."
2019-01-29T00:23:58+0000,Supporters of charter schools are back on their heels in Los Angeles and across the country after a wave of mass teacher walkouts.
2019-01-28T21:45:49+0000,"The Justice Department unveiled sweeping charges against Huawei and its chief financial officer, Meng Wanzhou, who was arrested last year in Canada."
2019-01-28T21:09:25+0000,"The economic penalties by the Trump administration marked the most forceful American action against President Nicolás Maduro, whom the U.S. is trying to oust."
2019-01-28T19:41:18+0000,A deadly church bombing in the Philippines suggests that the extremist group is still able to fan the flames of distant militant movements.
2019-01-08T10:31:19+0000,Here’s what you need to know.
2019-01-26T19:30:05+0000,"Mineral riches should make Congo prosperous. Instead, they fuel corruption, which has kept the people poor and compromised elections."
2019-01-25T21:33:08+0000,"“I have always said, the only thing worse than being talked about is not being talked about,” Mr. Stone said after he was indicted in the special counsel investigation."
2019-01-25T01:45:41+0000,"Kenneth C. Griffin, one of the richest people in the world, paid a record $238 million for a penthouse, heightening the debate about income inequality."
2019-01-05T02:18:23+0000,"During a news conference on Friday, President Trump insisted that most furloughed federal employees supported his wall, that Mexico is paying for it and that it would stop a horde of terrorists from crossing the border. None of that was true. "
2019-01-24T14:33:17+0000,"The declaration of loyalty to President Nicolás Maduro was a setback for the Venezuelan opposition leader, who has been backed by several countries, including the United States."
2019-01-04T20:07:45+0000,People change gears for all sorts of reasons — they have no other option or they find something they love more. The successful ones are comfortable with the risk.
2019-01-22T23:58:12+0000,"Tax breaks, land deals and cheap energy have spurred cryptocurrency mining in Georgia, which wants to be a digital data leader."
2019-01-03T10:00:01+0000,"Trade wars, visa restrictions and anti-immigrant sentiments make it harder for the U.S. to school the world."
2019-01-03T19:00:01+0000,"Look closely at this graph, and join the moderated conversation about what you and other students see."
2019-02-27T01:50:45+0000,"President Trump and Kim Jong-un, the North Korean leader, dined on Wednesday before discussions start in earnest in Hanoi."
2019-02-27T16:40:37+0000,Legal experts said several of the specific allegations by Mr. Cohen could be relevant in the investigations into the 2016 campaign and other areas.
2019-01-01T10:00:08+0000,"Cities, including some far from the coasts, are vying to use technology to guide services. But the race toward “smart cities” is raising privacy worries."
2019-02-25T19:41:59+0000,A modest trade deal could be a political liability in 2020.
2019-01-18T11:45:37+0000,"Investors cheered a report from the WSJ that said the Treasury secretary, Steven Mnuchin, had suggested ending some or all tariffs against China."
2019-02-23T19:09:02+0000,"He worked on the musical with Gene Kelly, with whom who he also co-directed another famous production, “On the Town.”"
2019-02-23T15:35:44+0000,"Doctors, hospitals, drug companies and insurers have a simple message: The Affordable Care Act works reasonably well and should be improved, not repealed or replaced with a big new public program."
2019-01-16T14:42:41+0000,Speaker Nancy Pelosi cited security concerns from the government shutdown in her request to reschedule the speech or to have the president deliver it in writing.
2019-02-21T10:00:10+0000,More than 60 percent of college students said they had experienced “overwhelming anxiety” in the past year. Over 40 percent said they felt so depressed they had difficulty functioning.
2019-01-14T10:35:27+0000,Here’s what you need to know.
2019-01-12T19:53:50+0000,"A recipient of the Presidential Medal of Freedom, she was the first woman to serve on the Court of Appeals in Washington. She was soon joined by Ruth Bader Ginsburg."
2019-02-18T10:00:02+0000,There are other tools that don’t involve quite the risks and challenges of targeting the richest families.
